         worklat	       value	     chindex	     chlabel	        bini	        binlabel	       ERPset
  [300.0  500.0]	        0.60	          14	          Cz	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        0.67	          15	          C4	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -0.45	          16	          T8	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        0.47	          17	         TP9	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        0.85	          18	         CP5	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        1.07	          19	         CP1	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        0.44	          20	         CP2	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -0.11	          21	         CP6	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -0.50	          22	        TP10	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        0.25	          23	          P7	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        0.10	          24	          P3	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        1.73	          25	          Pz	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        0.05	          26	          P4	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -1.45	          27	          P8	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -1.32	          28	         PO9	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -2.53	          29	          O1	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -6.46	          30	          Oz	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -4.66	          31	          O2	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -2.75	          32	        PO10	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        2.87	          33	         AF7	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        2.40	          34	         AF3	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        2.61	          35	         AF4	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        2.41	          36	         AF8	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        1.25	          37	          F5	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        1.33	          38	          F1	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        1.31	          39	          F2	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        1.11	          40	          F6	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        3.00	          41	         FT9	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        2.36	          42	         FT7	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        1.68	          43	         FC3	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        0.95	          44	         FC4	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        0.03	          45	         FT8	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -0.11	          46	        FT10	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        1.17	          47	          C5	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -0.36	          48	          C1	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        0.57	          49	          C2	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        0.12	          50	          C6	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        0.40	          51	         TP7	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -0.02	          52	         CP3	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        0.02	          53	         CPz	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        0.31	          54	         CP4	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -0.15	          55	         TP8	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -0.51	          56	          P5	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        0.45	          57	          P1	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -3.14	          58	          P2	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -1.84	          59	          P6	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -0.78	          60	         PO7	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -2.54	          61	         PO3	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -0.58	          62	         POz	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -3.82	          63	         PO4	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -2.81	          64	         PO8	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        0.70	          65	        EOG1	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        0.85	          66	        EOG2	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -1.30	          67	         GSR	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        0.21	          68	         FCz	          51	neu_L_T_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -7.18	           1	         Fp1	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -6.90	           2	         Fp2	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -4.81	           3	          F7	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -6.21	           4	          F3	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -7.22	           5	          Fz	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -6.41	           6	          F4	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -5.49	           7	          F8	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -3.98	           8	         FC5	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -6.12	           9	         FC1	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -5.97	          10	         FC2	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -5.02	          11	         FC6	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -1.99	          12	          T7	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -3.67	          13	          C3	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -5.07	          14	          Cz	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -4.27	          15	          C4	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -3.52	          16	          T8	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        0.89	          17	         TP9	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -1.53	          18	         CP5	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -4.35	          19	         CP1	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -3.43	          20	         CP2	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -2.38	          21	         CP6	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -0.89	          22	        TP10	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        0.49	          23	          P7	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -1.70	          24	          P3	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -3.15	          25	          Pz	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -2.40	          26	          P4	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -1.11	          27	          P8	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        1.17	          28	         PO9	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        0.80	          29	          O1	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -0.92	          30	          Oz	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -1.89	          31	          O2	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -2.21	          32	        PO10	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -6.32	          33	         AF7	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -7.15	          34	         AF3	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -6.92	          35	         AF4	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -4.87	          36	         AF8	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -5.52	          37	          F5	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -6.66	          38	          F1	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -6.34	          39	          F2	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -6.17	          40	          F6	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -2.74	          41	         FT9	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -3.84	          42	         FT7	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -4.46	          43	         FC3	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -5.66	          44	         FC4	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -4.98	          45	         FT8	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -3.49	          46	        FT10	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -2.80	          47	          C5	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -4.68	          48	          C1	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -4.73	          49	          C2	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -3.74	          50	          C6	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        0.59	          51	         TP7	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -2.61	          52	         CP3	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -4.39	          53	         CPz	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -3.06	          54	         CP4	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -1.70	          55	         TP8	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        0.02	          56	          P5	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -2.60	          57	          P1	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -2.62	          58	          P2	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -1.66	          59	          P6	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        0.90	          60	         PO7	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        0.26	          61	         PO3	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -1.60	          62	         POz	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -2.65	          63	         PO4	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -1.31	          64	         PO8	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -3.54	          65	        EOG1	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -3.47	          66	        EOG2	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -1.32	          67	         GSR	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	       -3.72	          68	         FCz	          55	neu_L_F_ons_crit	sub7erps_RIDE
  [300.0  500.0]	        1.75	           1	         Fp1	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.91	           2	         Fp2	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        2.10	           3	          F7	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.92	           4	          F3	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        0.87	           5	          Fz	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        0.07	           6	          F4	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.01	           7	          F8	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        2.08	           8	         FC5	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.56	           9	         FC1	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        0.73	          10	         FC2	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.21	          11	         FC6	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        3.57	          12	          T7	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.61	          13	          C3	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.24	          14	          Cz	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        3.45	          15	          C4	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        0.71	          16	          T8	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        0.09	          17	         TP9	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.65	          18	         CP5	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.21	          19	         CP1	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.31	          20	         CP2	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.89	          21	         CP6	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.09	          22	        TP10	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.18	          23	          P7	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.02	          24	          P3	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        0.56	          25	          Pz	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.41	          26	          P4	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        0.69	          27	          P8	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        2.44	          28	         PO9	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        2.38	          29	          O1	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.71	          30	          Oz	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        2.00	          31	          O2	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.29	          32	        PO10	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.85	          33	         AF7	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.24	          34	         AF3	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.28	          35	         AF4	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -1.54	          36	         AF8	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.81	          37	          F5	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.45	          38	          F1	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        0.72	          39	          F2	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.38	          40	          F6	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        0.20	          41	         FT9	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.92	          42	         FT7	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.43	          43	         FC3	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        0.94	          44	         FC4	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -1.84	          45	         FT8	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.22	          46	        FT10	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        2.41	          47	          C5	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.39	          48	          C1	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.01	          49	          C2	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.18	          50	          C6	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.84	          51	         TP7	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.75	          52	         CP3	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.44	          53	         CPz	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        0.46	          54	         CP4	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.42	          55	         TP8	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.38	          56	          P5	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.23	          57	          P1	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.17	          58	          P2	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.56	          59	          P6	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.66	          60	         PO7	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        3.14	          61	         PO3	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.50	          62	         POz	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        2.04	          63	         PO4	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        2.88	          64	         PO8	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -5.35	          65	        EOG1	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.06	          66	        EOG2	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        2.95	          67	         GSR	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.08	          68	         FCz	          43	neu_H_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.52	           1	         Fp1	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -3.73	           2	         Fp2	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.49	           3	          F7	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.56	           4	          F3	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.38	           5	          Fz	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.17	           6	          F4	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.02	           7	          F8	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        0.86	           8	         FC5	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.36	           9	         FC1	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -1.58	          10	         FC2	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.68	          11	         FC6	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        0.66	          12	          T7	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.44	          13	          C3	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.86	          14	          Cz	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.34	          15	          C4	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -4.13	          16	          T8	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.65	          17	         TP9	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        0.30	          18	         CP5	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.75	          19	         CP1	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.23	          20	         CP2	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.61	          21	         CP6	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -1.66	          22	        TP10	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        0.86	          23	          P7	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        0.11	          24	          P3	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -1.53	          25	          Pz	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.08	          26	          P4	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -1.74	          27	          P8	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.72	          28	         PO9	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        0.88	          29	          O1	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.84	          30	          Oz	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -1.56	          31	          O2	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.49	          32	        PO10	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -1.01	          33	         AF7	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.24	          34	         AF3	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -1.83	          35	         AF4	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -3.32	          36	         AF8	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -1.10	          37	          F5	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.29	          38	          F1	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        0.36	          39	          F2	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.30	          40	          F6	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.73	          41	         FT9	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        0.61	          42	         FT7	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        0.20	          43	         FC3	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.37	          44	         FC4	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.93	          45	         FT8	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.45	          46	        FT10	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.23	          47	          C5	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.72	          48	          C1	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.52	          49	          C2	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -3.38	          50	          C6	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.06	          51	         TP7	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        0.65	          52	         CP3	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.58	          53	         CPz	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.27	          54	         CP4	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.87	          55	         TP8	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        0.22	          56	          P5	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        0.02	          57	          P1	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -1.55	          58	          P2	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.09	          59	          P6	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.40	          60	         PO7	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.22	          61	         PO3	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.87	          62	         POz	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -1.71	          63	         PO4	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        1.51	          64	         PO8	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -5.60	          65	        EOG1	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        2.02	          66	        EOG2	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.01	          67	         GSR	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.75	          68	         FCz	          47	neu_H_F_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.76	           1	         Fp1	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        0.83	           2	         Fp2	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -1.45	           3	          F7	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -1.71	           4	          F3	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.70	           5	          Fz	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.03	           6	          F4	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        0.35	           7	          F8	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -2.00	           8	         FC5	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.93	           9	         FC1	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -1.43	          10	         FC2	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -0.51	          11	         FC6	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	       -3.00	          12	          T7	          51	neu_L_T_ons_crit	sub8erps_RIDE
  [300.0  500.0]	        0.31	          13	          C3	          51	neu_L_T_ons_crit	sub8erps_RIDE
